,date,entry time,type,entry price,exit time,exit price,result,profit
405,22-05-25,09 : 05,bull,3335.2,10 : 05,3325.2,-10,494.28
406,22-05-25,12 : 30,bull,3307.9,13 : 30,3297.9,-10,484.28
407,22-05-25,13 : 45,bull,3300.1,13 : 55,3290.1,-10,474.28
408,22-05-25,14 : 20,bull,3294,14 : 55,3314.56,20.56,494.84
409,26-05-25,01 : 35,bull,3348.9,03 : 10,3338.9,-10,484.84
410,26-05-25,03 : 50,bull,3336.2,05 : 35,3352.77,16.57,501.41
411,26-05-25,10 : 45,bull,3335,12 : 25,3325,-10,491.41
412,26-05-25,12 : 55,bull,3329.5,,3328.53,-0.97,490.44
413,27-05-25,05 : 00,bull,3336.2,08 : 30,3326.2,-10,480.44
414,28-05-25,14 : 30,bull,3313.8,16 : 35,3303.8,-10,470.44
415,30-05-25,06 : 05,bull,3300.4,08 : 05,3290.4,-10,460.44
416,03-06-25,04 : 30,bull,3369,08 : 25,3359,-10,450.44
417,03-06-25,10 : 20,bull,3358.5,16 : 45,3348.5,-10,440.44
418,04-06-25,09 : 00,bull,3353,,3355.69,2.69,443.13
419,04-06-25,14 : 40,bull,3348.7,,3346.57,-2.13,441
420,04-06-25,23 : 05,bull,3373.8,02 : 25,3378.63,4.83,445.83
421,05-06-25,09 : 00,bull,3364.6,12 : 10,3378.68,14.08,459.91
422,05-06-25,16 : 35,bull,3385.3,17 : 00,3375.3,-10,449.91
423,05-06-25,19 : 15,bull,3350.5,,3354.21,3.71,453.62
424,09-06-25,23 : 05,bull,3329.1,03 : 35,3319.1,-10,443.62
425,10-06-25,04 : 05,bull,3319.7,04 : 25,3309.7,-10,433.62
426,10-06-25,18 : 30,bull,3326.8,22 : 20,3330.84,4.04,437.66
427,11-06-25,14 : 15,bull,3331.2,15 : 30,3355.73,24.53,462.19
428,11-06-25,20 : 55,bull,3325.7,21 : 10,3342.05,16.35,478.54
429,12-06-25,09 : 50,bull,3373.7,10 : 30,3363.7,-10,468.54
430,12-06-25,11 : 15,bull,3351.2,13 : 15,3371.5,20.3,488.84
431,12-06-25,20 : 45,bull,3382.9,02 : 45,3389.82,6.92,495.76
432,13-06-25,10 : 25,bull,3417.1,15 : 35,3432.23,15.13,510.89
433,16-06-25,07 : 20,bull,3431.4,08 : 40,3421.4,-10,500.89
434,16-06-25,08 : 50,bull,3422.9,10 : 10,3412.9,-10,490.89
435,16-06-25,10 : 35,bull,3416,,3413.85,-2.15,488.74
436,23-06-25,03 : 45,bull,3366.3,04 : 20,3356.3,-10,478.74
437,23-06-25,05 : 05,bull,3358.9,08 : 35,3348.9,-10,468.74
438,23-06-25,08 : 45,bull,3353.9,,3356.77,2.87,471.61
439,23-06-25,16 : 05,bull,3364.1,16 : 35,3376.72,12.62,484.23
440,24-06-25,01 : 30,bull,3358.2,02 : 30,3348.2,-10,474.23
441,26-06-25,13 : 00,bull,3341.6,14 : 55,3331.6,-10,464.23
442,26-06-25,15 : 10,bull,3335.8,15 : 55,3325.8,-10,454.23
443,26-06-25,16 : 20,bull,3325.4,16 : 30,3315.4,-10,444.23
444,26-06-25,16 : 45,bull,3321.7,,3318.37,-3.33,440.9
445,30-06-25,12 : 40,bull,3284.1,,3284.8,0.7,441.6
446,02-07-25,10 : 30,bull,3330.5,12 : 30,3340.95,10.45,452.05
447,03-07-25,12 : 55,bull,3347.2,15 : 30,3337.2,-10,442.05
448,03-07-25,16 : 05,bull,3329.6,,3332.19,2.59,444.64
